algorithm_name,env_n,size,best_solution,H,states,time
SA,6,10,"(6, 9, 3, 0, 4, 8, 1, 5, 7, 2)",45,6750,0.021614551544189453
SA,7,10,"(0, 6, 8, 5, 2, 9, 7, 4, 1, 3)",45,8730,0.028779268264770508
SA,8,10,"(4, 1, 3, 9, 6, 8, 0, 2, 7, 5)",45,17100,0.05331683158874512
SA,9,10,"(5, 1, 8, 4, 2, 7, 9, 6, 3, 0)",45,10800,0.03516411781311035
SA,10,10,"(1, 6, 4, 2, 8, 3, 9, 7, 5, 0)",45,4410,0.015003442764282227
SA,11,10,"(6, 4, 2, 0, 8, 3, 1, 9, 7, 5)",45,11430,0.03990912437438965
SA,12,10,"(9, 5, 3, 8, 0, 2, 6, 1, 7, 4)",45,20070,0.06411242485046387
SA,13,10,"(3, 5, 0, 9, 4, 6, 8, 2, 7, 1)",45,35100,0.11722660064697266
SA,14,10,"(0, 3, 9, 6, 8, 2, 4, 1, 7, 5)",45,11835,0.03773617744445801
SA,15,10,"(9, 4, 2, 5, 8, 6, 1, 3, 0, 7)",44,45000,0.13700652122497559
SA,16,10,"(6, 3, 7, 4, 8, 0, 9, 1, 5, 2)",45,6975,0.02329564094543457
SA,17,10,"(1, 4, 8, 0, 9, 3, 6, 2, 7, 5)",45,21870,0.05487489700317383
SA,18,10,"(3, 5, 7, 1, 4, 0, 8, 6, 9, 2)",45,6570,0.014818191528320312
SA,19,10,"(4, 6, 9, 5, 2, 0, 7, 3, 1, 8)",45,18900,0.042293548583984375
SA,20,10,"(3, 6, 2, 9, 5, 0, 8, 4, 7, 1)",45,7560,0.02620863914489746
SA,21,10,"(3, 8, 6, 2, 0, 5, 1, 4, 9, 7)",45,12690,0.04429316520690918
SA,22,10,"(4, 7, 0, 8, 5, 1, 3, 6, 2, 9)",44,45000,0.1614513397216797
SA,23,10,"(3, 5, 0, 4, 9, 6, 2, 7, 1, 8)",44,45000,0.1374216079711914
SA,24,10,"(2, 9, 6, 3, 0, 4, 1, 8, 5, 7)",45,6660,0.02184581756591797
